id,country_id,name,code
state_ve_1,238,Lara,ve_lar
state_ve_2,238,Amazonas,ve_ama
state_ve_3,238,Anzoategui,ve_anz
state_ve_4,238,Apure,ve_apu
state_ve_5,238,Aragua,ve_ara
state_ve_6,238,Barinas,ve_bar
state_ve_7,238,Bolivar,ve_bol
state_ve_8,238,Carabobo,ve_car
state_ve_9,238,Cojedes,ve_coj
state_ve_10,238,Delta Amacuro,ve_del
state_ve_11,238,Distrito Capital,ve_dis
state_ve_12,238,Dependencias Federales,ve_dep
state_ve_13,238,Falcon,ve_fal
state_ve_14,238,Guarico,ve_gua
state_ve_15,238,Merida,ve_mer
state_ve_16,238,Monagas,ve_mon
state_ve_17,238,Miranda,ve_mir
state_ve_18,238,Nueva Esparta,ve_nue
state_ve_19,238,Portuguesa,ve_por
state_ve_20,238,Sucre,ve_suc
state_ve_21,238,Tachira,ve_tac
state_ve_22,238,Trujillo,ve_tru
state_ve_23,238,Vargas,ve_var
state_ve_24,238,Yaracuy,ve_yar
state_ve_25,238,Zulia,ve_zul
